Family,Genus,Species,ISIfruits,ISIseeds,ISItotal,Latitude,Longitude,notes,source
Stylidiaceae,Stylidium,brunonianum,0.70,,,-30,120,avg. see Inds. Tab,Burbidge and James 1991
Stylidiaceae,Stylidium,bulbiferum,0.95,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,calcaratum,-0.26,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,choreanthurn,0.57,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,crossocephalum,0.83,,,-30,120,avg. see inds. Tab,Burbidge and James 1991
Stylidiaceae,Stylidium,dichotomum,0.97,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,dielsianum,0.97,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,divaricatum,0.91,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,ecorne,0.07,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,egalndulosum,0.44,,,-26,145,,Burbidge and James 1991
Stylidiaceae,Stylidium,emarginatum,0.58,,,-30,120,ssp. Emarginatum,Burbidge and James 1991
Stylidiaceae,Stylidium,glaucum,0.80,,,-30,120,ssp. Glaucum,Burbidge and James 1991
Stylidiaceae,Stylidium,guttatum,0.99,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,induratum,0.99,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,longibracteatum,0.97,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,longitubum,-0.04,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,petiolare,0.93,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,repens,0.89,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,rhipidium,-0.44,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,rhynchocarpum,0.47,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,roseo_alatum,0.10,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,sacculatum,0.99,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,speciesA,0.94,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,speciesB,0.58,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,speciesC,0.72,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,speciesD,0.98,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,speciesE,0.95,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,speciesG,0.99,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,speciesH,0.86,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,uniflorum,0.97,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,utricularioides,-0.25,,,-30,120,,Burbidge and James 1991
Styracaceae,Styrax,camporum,1.00,,,-13,-50,,Saraiva et al. 1996
Styracaceae,Styrax,ferrugineus,1.00,,,-13,-50,,Saraiva et al. 1996
Styracaceae,Styrax,japonicus,0.96,,,,,,Reed 2003
Theaceae,Camellia,japonica,0.83,,,cultivar,cultivar,avg. see inds. Tab; cultivars,Ozaki et al. 2003
Theaceae,Camellia,sinensis,-0.21,,,-0.4,35.4,avg. see inds. Tab,Wachira and Kamunya 2005
Thymelaeaceae,Stellera,chamaejasme,0.98,,,27.8,99.66666667,,Zhang et al. 2011
Thymelaeaceae,Thymelaea,hirsuta,0.35,,,41.112,15.645,greenhouse,Morbia Thesis
Turneraceae,Turnera,curassavica,1.00,1.00,1.00,11.71,-69.78,,Lemus-Jimenez and Ramirez 2005
Turneraceae,Turnera,pumilia,,0.02,,-11.695,-44.209,avg. see inds. Tab,Lopez Thesis
Ulmaceae,Trema,micrantha,0.57,0.46,0.77,10,-66,,Sobrevila and Arroyo 1982
Velloziaceae,Vellozia,epidendroides,,0.84,,-19.283,-43.583,,Jacobi and del Sarto 2004
Velloziaceae,Vellozia,leptopetala,,0.91,,-19.283,-43.583,,Jacobi and del Sarto 2004
Velloziaceae,Vellozia,squamata,0.90,,,-15.867,-47.85,,Oliveira et al. 1991
Verbenaceae,Clerodendrum,molle,0.68,0.50,0.84,island,island,var. molle,McMullen 1987
Verbenaceae,Glandularia,glandulifera,1.00,,,,,,Imhof et al. 2010
Verbenaceae,Glandularia,peruviana,1.00,,,,,,Imhof et al. 2010
Verbenaceae,Glandularia,platensis,1.00,,,,,,Imhof et al. 2010
Verbenaceae,Gmelina,arborea,1.00,,,,,,Bolstad and Bawa 1982
Verbenaceae,Lantana,camara,0.39,,,naturalized,naturalized,Naturalized,Rambuda and Johnson 2004
Verbenaceae,Lantana,canescens1,1.00,1.00,1.00,10.5,-66.88,,Jaimes and Ramirez 1999
Verbenaceae,Lantana,peduncularis,0.43,,,island,island,var. peduncularis,McMullen 1987
Verbenaceae,Rhaphithamnus,spinosus,0.80,,,-40,-72.3,,Riveros et al. 1996
Verbenaceae,Vitex,cooperi,1.00,,,10.433,-84,,Bawa et al. 1985a
Verbenaceae,Vitex,lucens,-0.29,,,-36.858,174.773,,Barrell et al. 1997
Violaceae,Viola,septemloba,-0.63,,,30.136,-84.35,transplant,Oakley 2004
Vochysiaceae,Qualea,grandiflora,1.00,,,-15.86666667,-47.85,both years,Oliveira et al. 2004
Vochysiaceae,Qualea,multiflora,0.93,,,-15.86666667,-47.85,Barbosa 1983,Oliveira and Gibbs 2000
Vochysiaceae,Qualea,parviflora,1.00,,,-15.86666667,-47.85,Barbosa 1983,Oliveira and Gibbs 2000
Vochysiaceae,Salvertia,convallariodora,0.50,,,-15.86666667,-47.85,,Oliveira et al. 2004
Vochysiaceae,Vochysia,ferruginea,0.06,,,10.433,-84,,Bawa et al. 1985a
Vochysiaceae,Vochysia,rufa,0.94,,,-15.86666667,-47.85,,Oliveira et al. 2004
Vochysiaceae,Vochysia,thyrsoidea,1.00,,,-15.86666667,-47.85,,Oliveira et al. 2004
Vochysiaceae,Vochysia,tucanorum,1.00,,,-13,-50,,Saraiva et al. 1996
Winteraceae,Drimys,winteri,1.00,,,-40,-72.3,,Riveros et al. 1996
Winteraceae,Pseudobombax,munguda,1.00,,,-13.133,-60.133,,Gribel and Gibbs 2002
Winteraceae,Pseudowintera,axillaris,0.05,,,island,island,,Sage and Sampson 2003
Winteraceae,Pseudowintera,colorata,1.00,,,island,island,Godley and Smith 1981,Newstrom and Robertson 2005
Xyridaceae,Xyris,laxifolia,-0.26,0.36,0.19,8.933333333,-67.41666667,var. delta,Ramirez and Brito 1990
Xyridaceae,Xyris,sayanensis,0.61,0.74,0.90,8.933333333,-67.41666667,,Ramirez and Brito 1990
Zingiberaceae,Costus,allenii,,0.32,,9.124,-79.849,,Schemske 1983
Zingiberaceae,Costus,guanaiensis,,0.12,,9.124,-79.849,,Schemske 1983
Zingiberaceae,Costus,laevis,,0.23,,9.124,-79.849,,Schemske 1983
Zingiberaceae,Costus,spiralis,-0.26,,,10.35,-67.683,,Ramirez and Seres 1994
Zingiberaceae,Hedychium,gardnerianum,0.00,0.10,0.10,naturalized,naturalized,Naturalized,Rambuda and Johnson 2004
Zingiberaceae,Renealmia,cernua,0.41,0.12,0.48,10,-84,Tropicos,Grove 1985
Zingiberaceae,Renealmia,pluriplicata,0.04,-0.06,-0.01,10,-84,Tropicos,Grove 1985
Zingiberaceae,Roscoea,cautleoides,-0.07,0.07,0.00,,,,Zhang et al. 2010
Zingiberaceae,Roscoea,humeana,0.22,0.64,0.72,,,,Zhang et al. 2010
Zosteraceae,Zostera,maritima,0.21,,,marine,marine,need location?; water pollination,Ruckelshaus 1995
Zygophyllaceae,Balanites,aegyptiaca,-0.24,,,15.025,-16.4333,,Ndoye et al. 2004
Zygophyllaceae,Bulnesia,retama,0.63,0.77,0.91,,,Nacunan Biosphere Reserve,Debandi et al. 2002
Zygophyllaceae,Guaiacum,coulteri,0.64,,,19.5,-105.05,,Bullock 1985
Zygophyllaceae,Kallstroemia,maxima,0.00,0.12,0.12,10.5,-66.88,,Jaimes and Ramirez 1999
Zygophyllaceae,Porlieria,microphylla,-0.33,,,-31.73,-64.43,,Morales and Galetto 2003
Zygophyllaceae,Tribulus,cistoides,0.79,0.82,0.96,11.71,-69.78,,Lemus-Jimenez and Ramirez 2005
